,index,brand,model,price,rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,os,year_of_warranty,cluster
500,512,lenovo,Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),539.58,60,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,147
501,513,lenovo,Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),545.58,56,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,dos,1,75
502,514,asus,Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),911.38,65,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,3
503,515,asus,Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),911.38,66,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,3
504,516,asus,Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),1131.8,70,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,3
505,517,msi,MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),755.46,71,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,7
506,518,lenovo,Lenovo Thinkpad E15 21E6S0W700 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),569.57,65,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,82
507,519,msi,MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1139.25,76,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,7
508,520,acer,Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),443.64,63,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,0,14.0,1366,768,windows,1,106
509,521,acer,Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),503.6,60,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,0,14.0,1366,768,windows,1,106
510,522,asus,Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),490.84,57,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,93
511,523,asus,Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),858.73,62,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,85
512,524,asus,Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),407.66,56,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,0,14.0,1920,1080,windows,1,48
513,525,hp,HP Omen 16-xf0043AX Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),2194.67,78,amd,ryzen 9,8,16,32,SSD,1024,nvidia,dedicated,0,16.1,2560,1440,windows,1,144
514,526,dell,Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),449.63,58,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,91
515,527,dell,Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),1031.31,57,intel,core i7,10,12,16,SSD,1024,intel,integrated,0,14.0,1920,1080,windows,1,5
516,528,asus,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),695.5,69,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,3
517,529,hp,HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),696.46,63,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,11
518,530,fujitsu,Fujitsu UH-X 4ZR1L73352 2-in-1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),1319.15,76,intel,core i7,12,16,16,SSD,1024,intel,integrated,1,14.0,1920,1200,windows,2,110
519,531,hp,HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),383.67,51,amd,ryzen 3,2,4,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,139
520,532,hp,HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),1834.87,70,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,0,16.1,1920,1080,windows,1,30
521,533,lenovo,Lenovo IdeaPad Gaming 3i 82K101GTIN Laptop (11th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),705.81,64,intel,core i5,4,8,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,148
522,534,dell,Dell Alienware x15 R2 D569947WIN9 Gaming Laptop (12th Gen Core i9/ 32 GB RAM/ 1 TB SSD/ Win 11/ 8 GB Graphics),2677.82,78,intel,core i9,14,20,32,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,26
523,535,asus,Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),719.48,63,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,85
524,536,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),767.46,60,intel,core i5,8,12,16,SSD,1024,intel,integrated,0,14.0,1920,1200,windows,1,5
525,537,wings,Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),323.7,51,intel,core i3,4,8,8,SSD,512,intel,integrated,0,15.6,1080,1920,windows,1,8
526,538,acer,Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),497.61,45,intel,core i3,8,8,8,SSD,512,intel,integrated,0,14.0,1920,1200,windows,1,56
527,539,lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),841.82,60,intel,core i5,12,16,16,SSD,512,intel,integrated,0,16.0,1920,1200,windows,1,128
528,540,lenovo,Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),440.04,60,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,73
529,541,lenovo,Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),805.84,62,intel,core i5,8,12,16,SSD,512,intel,integrated,0,14.0,1920,1200,windows,2,51
530,542,infinix,Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),539.58,57,intel,core i7,10,12,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,53
531,543,lenovo,Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),563.57,65,intel,core i5,4,8,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
532,544,dell,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),550.14,56,intel,core i3,5,6,8,SSD,1024,intel,integrated,0,15.6,1920,1080,windows,1,63
533,545,dell,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),459.93,58,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,91
534,546,lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1009.72,64,intel,core i7,14,20,16,SSD,512,intel,integrated,0,16.0,1920,1080,windows,1,128
535,547,lenovo,Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1043.31,62,intel,core i7,10,16,16,SSD,512,intel,integrated,0,14.0,1920,1200,windows,1,51
536,548,dell,Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),1187.23,63,intel,core i7,12,16,16,SSD,1024,intel,integrated,0,13.3,2560,1600,windows,1,76
537,549,dell,Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11),395.66,58,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,102
538,550,dell,Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),1049.3,62,intel,core i5,12,16,16,SSD,1024,intel,integrated,0,13.3,2560,1600,windows,1,76
539,551,dell,Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11),575.56,54,amd,ryzen 5,4,8,8,SSD,1024,amd,integrated,0,15.6,1920,1080,windows,1,63
540,552,dell,Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),929.37,59,intel,core i5,10,12,8,SSD,1024,intel,integrated,1,14.0,1920,1200,windows,1,134
541,553,dell,Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),496.92,57,intel,core i3,5,6,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,65
542,554,hp,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),898.9,71,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,32
543,555,dell,Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),1046.9,60,intel,core i5,10,12,16,SSD,1024,intel,integrated,1,14.0,1920,1200,windows,1,5
544,556,dell,Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),725.48,63,intel,core i5,10,12,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,65
545,557,lenovo,Lenovo Yoga 6 82WV0058IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),935.36,60,intel,core i5,12,16,16,SSD,512,intel,integrated,0,14.0,1920,1200,windows,1,51
546,558,asus,Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),1079.29,76,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,10
547,559,msi,MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1163.24,76,intel,core i7,10,16,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,21
548,560,msi,MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1259.19,77,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,7
549,561,msi,MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1798.89,79,intel,core i7,10,16,16,SSD,1024,nvidia,dedicated,0,17.3,1920,1080,windows,2,87
550,562,msi,MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1798.89,76,intel,core i7,14,20,8,SSD,1024,nvidia,dedicated,0,17.3,2560,1440,windows,2,27
551,563,msi,MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1379.12,77,intel,core i7,10,16,8,SSD,1024,nvidia,dedicated,0,17.3,1920,1080,windows,2,87
552,564,msi,MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),671.51,69,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,19
553,565,msi,MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),707.49,71,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,7
554,566,msi,MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),671.51,70,intel,core i5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,7
555,567,msi,MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),2398.56,83,intel,core i9,14,20,16,SSD,1024,nvidia,dedicated,0,17.3,1920,1080,windows,2,87
556,568,hp,HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1432.01,72,intel,core i7,14,20,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,30
557,569,hp,HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1199.33,71,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,38
558,570,lenovo,Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),449.75,59,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,73
559,571,hp,HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),2870.01,86,intel,core i9,24,32,32,SSD,1024,nvidia,dedicated,0,16.1,2560,1600,windows,1,29
560,572,hp,HP Omen 16-wf0052TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1590.31,75,intel,core i5,14,20,16,SSD,512,nvidia,dedicated,0,16.1,1920,1080,windows,1,30
561,573,hp,HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),611.65,67,amd,ryzen 5,6,12,8,SSD,512,amd,dedicated,0,15.6,1920,1080,windows,1,28
562,574,asus,Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),450.81,59,intel,core i3,6,8,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,56
563,575,asus,Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),443.64,57,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,93
564,576,lenovo,Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),707.49,64,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,0,14.0,1920,1200,windows,1,62
565,577,hp,HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1259.74,67,intel,core i7,10,12,16,SSD,512,intel,integrated,1,13.3,2880,1800,windows,1,13
566,578,lenovo,Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),527.59,58,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,147
567,579,hp,HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1220.93,72,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,16.1,1920,1080,windows,1,38
568,580,asus,Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),1139.25,72,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,3
569,581,asus,Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),839.42,66,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,85
570,582,acer,Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1918.82,79,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,78
571,583,asus,Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),875.4,72,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,85
572,584,msi,MSI Prestige 16 A13UCX-250IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),1439.09,73,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,2,27
573,585,hp,HP Victus 15-fb0134AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),677.51,70,amd,ryzen 5,6,12,16,SSD,512,amd,dedicated,0,15.6,1920,1080,windows,1,28
574,586,dell,Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),447.13,58,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,91
575,587,lenovo,Lenovo IdeaPad Slim 5 82XD003PIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),833.47,60,intel,core i5,8,12,16,SSD,512,intel,integrated,0,14.0,1920,1200,windows,2,51
576,588,asus,Asus VivoBook 15 X1500EA-EJ326WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),393.26,54,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,74
577,589,lenovo,Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1175.23,72,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,111
578,590,hp,HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),936.68,67,intel,core i5,10,12,16,SSD,512,intel,integrated,1,14.0,1920,1080,windows,1,9
579,591,lenovo,Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1097.28,71,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,111
580,592,hp,HP 15s-fr2515TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),441.24,60,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,73
581,593,lenovo,Lenovo LOQ 15APH8 82XT004HIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1061.74,73,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,114
582,594,asus,Asus Vivobook 15 X1502ZA-EJ545WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),719.48,64,intel,core i5,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,31
583,595,msi,MSI Vector GP68HX 13VH-072IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),3597.9,89,intel,core i9,24,32,32,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,2,29
584,596,lenovo,Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1199.22,73,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,114
585,597,hp,HP Omen 16-wf0111TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1762.91,77,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,0,16.1,1920,1080,windows,1,10
586,598,lenovo,Lenovo LOQ 15APH8 82XT009CIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1319.15,75,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,114
587,599,hp,HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1475.31,73,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,16.0,1920,1080,windows,1,32
588,600,asus,Asus Vivobook Go 15 E510MA-EJ001W Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),311.71,45,intel,celeron,2,2,4,SSD,256,intel,integrated,0,15.6,1920,1080,windows,1,66
589,601,hp,HP Omen 16-wf0055TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),1678.95,77,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,0,16.1,1920,1080,windows,1,30
590,602,acer,Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),809.54,65,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,130
591,603,acer,Acer Aspire Lite AL15-51 2023 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),431.64,58,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,136
592,604,lenovo,Lenovo Yoga Book 9i 2023 82YQ001DIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),2700.79,73,intel,core i7,10,12,16,SSD,1024,intel,integrated,1,13.3,2880,1800,windows,3,58
593,605,hp,HP 255 G8 Laptop (AMD Athlon 3050U/ 4GB/ 256GB SSD/ Win11),275.73,44,amd,other,2,2,4,SSD,256,amd,integrated,0,15.6,1920,1080,windows,1,126
594,606,dell,Dell Inspiron 5330 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),1013.32,60,intel,core i5,12,16,16,SSD,512,intel,integrated,0,13.3,2560,1600,windows,1,76
595,607,dell,Dell XPS 15 9530 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),3088.18,85,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,1,15.6,3456,2160,windows,1,99
596,608,dell,Dell Inspiron 5330 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1151.25,63,intel,core i7,12,16,16,SSD,512,intel,integrated,0,13.3,2560,1600,windows,1,76
597,609,asus,Asus Vivobook 15 X1504ZA-NJ321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),472.42,57,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,93
598,610,dell,Dell Inspiron 5518 D560667WIN9S Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 2GB Graph),730.4,65,intel,core i5,4,8,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,70
599,611,msi,MSI Prestige 14 Evo B12M-472IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),983.34,63,intel,core i5,12,16,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,53
600,612,lenovo,Lenovo IdeaPad Slim 5i 82XF003DIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1078.07,63,intel,core i7,14,20,16,SSD,512,intel,integrated,0,16.0,1920,1200,windows,2,128
601,613,dell,Dell Alienware X16 Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win 11/ 16GB Graph),5450.88,83,intel,core i9,14,20,32,SSD,2048,nvidia,dedicated,0,16.0,3200,1800,windows,1,143
602,614,dell,Dell Inspiron 5425 Laptop (AMD Ryzen 75825U/ 16GB/ 512GB SSD/ Win11) 84 votes,814.23,65,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,0,14.0,1920,1080,windows,1,18
603,615,dell,Dell Alienware X16 R1 2023 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),3885.74,85,intel,core i9,24,32,32,SSD,1024,nvidia,dedicated,0,16.0,3200,1800,windows,1,29
604,616,dell,Dell Alienware m16 2023 Gaming Laptop (AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),2266.63,80,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,0,16.0,1920,1200,windows,1,23
605,617,msi,MSI Modern 15 B12M-613IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),443.64,58,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,49
606,618,msi,MSI Creator Pro M16 B13VI-1273IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),1912.07,77,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,0,16.0,1920,1200,windows,2,10
607,619,msi,MSI Prestige 14H B12UCX-412IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/Win11 Home/ 4GB Graphic),1079.29,71,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,0,14.0,1920,1200,windows,2,97
608,620,dell,Dell Alienware M18 R1 2023 Gaming Laptop (13th Gen Core i9/ 64GB/ 1TB SSD/ Win 11/ 16GB Graph),5408.9,83,intel,core i9,24,32,4,SSD,1024,nvidia,dedicated,0,18.0,3200,1800,windows,1,125
609,621,hp,HP 15s-fy5005TU Laptop (12th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),524.53,56,intel,core i3,6,8,8,SSD,1024,intel,integrated,0,15.6,1920,1080,windows,1,42
610,622,lenovo,Lenovo Yoga 6 83B2005TIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),899.38,69,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,1,13.3,1920,1200,windows,3,62
